,Product URL,Product Name,Product Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
63,https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1690225957&sprefix=ba%2Caps%2C283&sr=8-64,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,979,4.4,"2,487","Care Instructions: Hand Wash Only. Outer material: synthetic, color: tan; Waterproof. Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH). Number of compartments: 2. Laptop compatibility: yes, laptop size: 16strap type: adjustable. Age Range Description: Adult; Special Features: Back Padding; Pocket Description: Utility Pocket; Closure Type: Zipper. Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",B07G4CYC74,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",Gear Merchandise PVT LTD
64,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-65,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",929,3.8,859,"Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.. Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls. Light weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.. Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.. Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.",B07QN4KXWG,NA,AirCase
65,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-66,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",550,4.3,"11,857","30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.. Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch. Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.. Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks. 1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty. Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.. ›",B085S444JV,NA,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039"
66,https://www.amazon.in/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-67,"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",939,3.9,784,"Laptop Compatibility: Yes, Laptop size: 15.6 inches. Outer Material: Polyester, Color: Black. Water Resistance: Water resistant. Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH). Warranty type: Manufacturer; 12 months warranty against manufacturing defects",Backpack International Pvt Ltd,NA,3 March 2017
67,https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-68,Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,899,3.6,67,"Trendy Design: The Laptop bag for men features a unique, trendy design that makes it stand out from other laptop backpacks. It's perfect for individuals who want to express their style while carrying their laptop.. Secure Laptop Compartment: The 17-inch padded compartment in laptop backpack for men / Laptop bag for men provides secure storage for your device. The padding ensures that your laptop is protected from scratches and bumps while you're on the move.. Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need.. Strong Built: The Laptop bag for men is built with strong zippers and stitching that can withstand daily wear and tear. This ensures that your belongings are kept safe and secure in college bag for girls and the backpack for men can hold up to daily use.. Comfortable to Wear: The Laptop bag for men / backpack for men is designed for maximum comfort. The padded shoulder straps and back panel provide added comfort, reducing strain on your back and shoulders while carrying the laptop backpack. This makes it easy to wear the backpack for extended periods of time, whether you're commuting to work or school or going on a trip.",B0C1NZLF67,NA,Half_Moon
68,https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-69,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,4.0,"4,026",Care Instructions: Wipe with Damp Cloth. Care Instructions: Wipe with Damp Cloth. Dimensions: 12 inch x 8 inch x 17.5 inch ; Capacity: 35 Ltrs; Number of Compartments: 3 Compartments; Material: Polyester; Water Resistance Level: Water Resistant,B07MXL986B,NA,ADISA
69,https://www.amazon.in/Hammonds-Flycatcher-Leather-Messenger-LB190BRN/dp/B083M1QK32/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-70,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,"5,255",4.4,571,"Genuine Leather: This laptop bag for men / office bag for men/Laptop Backpack is made of 100% Full Grain Genuine Leather, making it the perfect accessory for office, travel, and daily use. The high-quality leather not only ensures longevity but also adds a touch of elegance to your style. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.. Spacious and Organized: The HAMMONDS FLYCATCHER Shoulder Bag for Men offers ample space and smart organization. With its 1 main compartment, padded laptop compartment, inner zipper pocket, mobile pocket, wallet pocket, pen slots, front pockets, side pockets, and back zipper pocket, this bag keeps your belongings organized. Dimensions: 40cm (L) x 14cm (W) x 30cm (H). Perfect as a shoulder bag for travel and a laptop bag for men.. Water-Resistant and Travel-Friendly: The HAMMONDS FLYCATCHER Office Bag for Men, a leather bag for men, is water-resistant and travel-friendly. It features comfortable leather handles and padded, removable, adjustable shoulder straps for convenient carrying during your daily commute or travel adventures.. Perfectly Fits Your Laptop: The HAMMONDS FLYCATCHER Messenger Bag, also serving as a shoulder bag, hand bag, and executive bag, is designed to accommodate 14/15.6/16-inch laptops, including MacBook and notebooks. This bag ensures a secure and snug fit for your valuable device, providing excellent protection during travel, work, or daily commutes. Its versatile design and functionality make it an ideal choice for professionals on the move.. Perfect Gift: This office bag for men / Hand Bag for Men is a great gifts for men / gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag / Hand Bag for Men makes a great gift for professionals, artists, students, and all sorts of officials.",B083M1QK32,NA,Hindustan Foam
70,https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-71,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),699,3.9,"1,106","100% Polyester, High Quality, Durable and Water Resistant Fabric. Front storage pocket keeps smaller items neatly organized and easy to access. Mesh pockets on both sides to accommodate your water bottle and umbrella. Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects. Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult",B09B26T7KQ,NA,Safari Industries
71,https://www.amazon.in/PAZZO-Alto-40L-Casual-Backpack/dp/B07VT3F795/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-72,"PAZZO Alto 40L Casual Backpack - 3 Compartment Travel Backpack, College|School Bag with 1 Year Warranty",849,4.0,"1,768","STORAGE CAPACITY : The backpack for men has 3 large compartments, 1 front pocket and 2 side Bottle Holder, 1 Anti-Theft Internal Organiser to store pens, keys, money etc. In deed a perfect all-rounder backpack for men, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. One Bag multiple uses. Great Value !!. FEATURES & WARRANTY : Strap Type: Adjustable; Closure Type: Zipper; Color Name: Black; Pattern Name: Solid; Compartment Description: Not Laptop Compatible; Special Features: Zip Closure; Capacity: 40 litres; Number of Compartments: 3 Compartments; Water Resistance Level: Water Resistant; Age Range Description: Kid; Pocket Description: Utility Pocket; Lining Description: Polyester; Warranty Description: This bag for men has 1 Year Warranty for any manufacturing defects.. DIMENSIONS :19(H) x 12.5(W) x 8.5(B) inches. This school bags for boys has heavy duty zippers and it perfectly serves the purpose of a school bag, college bag, office bag with plenty of space on the inside.. MATERIAL : This college bags for men is made from Imported 420D. It is lightweight polyester fabric. These college bag for women has tested strength of 140 Kgs. It also has 900D super strong base with foam padding for protection.. THE ULTIMATE BACKPACK FOR MEN : This backpack has adjustable shoulders, padded handle, quick haul loop, 3D air flow panel preventing sweat. This 40L school bags for boys/college bag for girls can accommodate a water bottle on one side pocket or also an umbrella.",B07VT3F795,NA,PAZZO
72,https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-73,"Storite Nylon 46 Cm Imported Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)","1,399",4.2,345,"Closure Type : Zip , Handle Type : Detachable. Strap Type : Two short handles + 1 Shoulder strap handle + 2 padded shoulder handle.; Item dimensions : Height : 23 cm,Width : 25 cm, Length : 46 cm , 26.45 Litrs , Water Resistant Level : Waterproof. Item Dimensions : Height : 24cm, Width : 27 cm, Lenght : 46 cm , 26.45 Litrs ,Water Resistance Level : Waterprooof.",B0B3JBYZ8C,NA,"NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email: sales@nisun.in, Phone: 63527-67213"
73,https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WNFN1XS/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-74,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,799,4.0,"13,547","STORAGE CAPACITY : The backpack for men has 3 large compartments, 1 front zip pocket and daily essentials. 1 Side Bottle Holder, 1 Internal Organiser to store pens, keys, money etc. This casual bag/laptop bag can also accommodate files and a 15.6 inch laptop/MacBook or a tablet easily. In deed a perfect all-rounder backpack for men, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. One Bag multiple uses. Great Value !!. FEATURES & WARRANTY : Strap Type: Adjustable; Closure Type: Zipper; Color Name: Navy Blue; Pattern Name: Solid; Compartment Description: Not Laptop Compatible; Special Features: Zip Closure; Capacity: 35 liters; Number of Compartments: 3 Compartments; Water Resistance Level: Water Resistant; Age Range Description: Kid; Style Name: Traditional Backpacks; Pocket Description: Utility Pocket; Warranty Description: This laptop bag for men has 1 Year Warranty for any manufacturing defects.. DIMENSIONS :19(H) x 12.5(W) x 8.5(B) inches. This school bags for boys has heavy duty zippers and it perfectly serves the purpose of a school bag, college bag, office bag with plenty of space on the inside.. MATERIAL : This college bags for men is made from Imported 420D. It is lightweight polyester fabric. These college bag for women has tested strength of 140 Kgs. It also has 900D super strong base with foam padding for protection.. THE ULTIMATE BACKPACK FOR MEN : This laptop bag has adjustable shoulders, padded handle, quick haul loop, 3D air flow panel preventing sweat. This 35L school bags for boys/college bag for girls can accommodate a water bottle on one side pocket or also an umbrella.",B07WNFN1XS,NA,Lunar's
74,https://www.amazon.in/F-Gear-Burner-Art-Lthr-Laptop-Backpack/dp/B085QWJVCZ/ref=sr_1_75?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-75,F Gear 22 Ltrs Burner Art Lthr Brown Laptop Backpack (3343),870,4.4,370,"Care Instructions: Hand Wash Only. Outer Material: Art Leather, Color: Brown. Capacity: 22 liters; Weight: 740 grams; Dimensions: 31 cms x 16 cms x 48 cms (LxWxH). Number of compartments: 2. Laptop Compatibility: Yes, Laptop Size: Upto 16 Inches; Strap Type: Adjustable. Warranty Type: 1 Year Manufacturer Warranty",B085QWJVCZ,F Gear 22 Ltrs Burner Art Lthr Brown Laptop Backpack (3343),Uber Fashion Merchandise Pvt. Ltd.
75,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_76?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-76,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"9,905","MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 3 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets. This is a perfect laptop, office, school, college bag for men, women, boys and girls. In deed a perfect all-rounder backpack for men, school bags for boys and girls, College bag for boys and college bag for girls, office bag for men and women.. LAPTOP BAG FEATURES - Compartment Description: Up To 15 Inches; Style Name: Casual Backpack for men. Capacity: 48 liters. Size: 20 inch X 13.5 inch X 9.5 inch.. WATER RESISTANT – This laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner. School bags for boys is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.. PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop backpack for men has sleeve with holder to secure upto 15.6"" Laptops. This office bag for men is compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser to neatly organise and store your keys, cables, stationary and other valuables from theft.. 1 YEAR WARRANTY - We offer 1 Year warranty for any manufacturing defects; BEST BACK SUPPORT - We have designed this laptop bag for men to keep your comfort in mind. Shoulder has 12MM high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag; Pattern Name: Solid; Age Range Description: Adult; Color Name: Black; Special Features: Laptop Compartment; Pattern Name: Solid; Age Range Description: Adult",B08YZ8FFBZ,NA,"Akshaya Rubbers, Hebbal Industrial Area, Mysore"
76,https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-77,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)","1,099",4.2,"1,411","DURABLE AND ULTRALIGHT: Made from water repellent and tear resistant fabric yet Weighs only 630 gms. FOLDABLE AND SPACIOUS: Capacity 60L. Unfolded Size: 22.5x14x11 inch, Folded Pouch Size: 11x11 inch. VERSATILE: Perfect for use as a gym bag, sports bag, storage bag, weekender bag or Just-In-Case bag. EVERYTHING ORGANIZED: A shoe compartment and 4 outer zippered pockets for easy access to essentials. JUST WHEN YOU NEED IT: Simply unfold the pouch to use as a luggage bag in case your suitcase swell",B07YFNXC3H,NA,Stoned Walls
77,https://www.amazon.in/COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JVT384/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-78,"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","1,375",4.2,"2,266","Care Instructions: Hand Wash Only. Large multi-compartment backpack with a padded sleeve for laptops, Holds up to 15 inches Laptop<br> <br>. Water Resistance PU Coated Durable Fabric, with padded back section for comfortable carry<br> <br>. Front Organizer compartments for pens, keys, and cell phone<br> <br>. Age Range Description: Adult; Strap Type: Cross-Body; Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Pattern Name: Solid; Closure Type: Zipper; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket <br>",B078JVT384,"Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+",Cosmus
78,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-79,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,482,3.9,836,"Care Instructions: Hand Wash Only. COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g. HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items. CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.. HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3SPN16,"If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.",Northzone
79,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1690225959&sprefix=ba%2Caps%2C283&sr=8-80,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,987,4.4,"4,314","Care Instructions: Hand Wash Only. Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH). Concealed quick access Pockets on back panel; Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve. 3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric, Embedded Organizer, USB and Headphone cable slot. Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot. Special Features: Back Padding; Closure Type: Zipper; Pocket Description: Utility Pocket; Age Range Description: Adult; Water Resistance Level: Waterproof. Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",B07G4D13L7,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",Gear Merchandise PVT LTD
80,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1690225961&sprefix=ba%2Caps%2C283&sr=8-81,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,482,3.9,836,"Care Instructions: Hand Wash Only. COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g. HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items. CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.. HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3SPN16,"If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.",Northzone
81,https://www.amazon.in/Lunars-V-Line-Resistant-Bagpack-College/dp/B08BP5CYDV/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1690225961&sprefix=ba%2Caps%2C283&sr=8-82,"Lunar's V-Line Backpack for Men, Blue | 35L Water Resistant School Bags for Boys | Stylish, & Durable | College Bags for Men/College Bag for Girls | 1 Yr Warranty",799,4.1,"2,633","MADE IN INDIA - This “MAKE IN INDIA” backpack for men has features of 3 large zippered compartments, 1 vertical long zip pocket at front, 1 water bottle /umbrella pocket. This backpack for men is suitable for casual usage, school/college/travel etc. In deed a perfect all-rounder backpack, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. Great value !!. LOTS OF STORAGE SPACE – The school bags for boys front compartment has space for keeping tiffin box. Front pocket gives easy access to wallet / key chains/ stationary. Second and Third compartment are very spacious for keeping long books, files, binders and spacious enough to hold your Travel / Trip cloths. The base of college bag for women is made with 100% super strong 900D polyester fabric to protect your bag during daily use.. COMFY & STURDY – This backpack for men has comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Office bag for men is breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on; Age Range Description: Adult; Special Features: Water Bottle Umbrella Pouch.. SIZE & FEATURES - Compartment Description: Not Laptop Compatible; Pattern Name: Solid; Size: 19 inch X 13 inch X 8.75 inch. Capacity : 35 litres.. WATER RESISTANT WITH 1 YEAR WARRANTY – This college bags for men is stylish and durable backpack for school /college, daily casual use and travel. College bag for girls are made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.",B08BP5CYDV,NA,Lunar's
82,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C6N3MYL2/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1690225961&sprefix=ba%2Caps%2C283&sr=8-83,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,649,3.6,159,"This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.. Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.. Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.. Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.. FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc",B0C6N3MYL2,NA,Half_Moon
83,https://www.amazon.in/DailyObjects-Lush-Midnight-Trapeze-Crossbody/dp/B082HZVTRG/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1690225961&sprefix=ba%2Caps%2C283&sr=8-84,DailyObjects Trapeze Sling Crossbody Bag for Girls and Women | Made with Durable Vegan Leather Material | Carefully Handcrafted | Zip Closure | Adjustable and Detachable Straps | Multicolor,"1,099",4.0,"1,255","✅ MATERIAL: This sling bag for women made of durable vegan leather with an HD quality design print which does not fade away and which makes it look elegant, modern & classy to suit your lifestyle needs. Inner Polyester lining for easy accessibility and storage.. ✅ STRONG ZIPPER BAG: Genuine YKK zipper for easy opening and closing of the bag and for absolute safety and security of the accessories. The zip is strong, durable and long-lasting which provides for an effective use of the bag.. ✅ LARGE STORAGE SPACE: Plenty of room for keeping your necessities & accessories - cash, cards, keys, cosmetic, make-up tit bits, hairbrush, wallet, sunglasses, mobile phone charger etc all in one place which makes you feel stress-free while travelling.. ✅ DETACHABLE STRAP: Detachable and adjustable vegan leather strap which provides comfort & convenience while walking or travelling. It is soft, smooth and strong to hold sufficient weight and helps to reduce the pressure on your shoulders. Footed Bottom.. ✅ MADE IN INDIA: Handcrafted in India, from raw material to production, this leather bag for women or for girls is a 100% Made in India product.",Dailyobjects,NA,8 December 2019
